'White', 'Black', 'Date', 'HalfMoves', 'Moves', 'Result', 'WhiteElo', 'BlackElo', 'GameNumber', 'Event', 'Site', 'EventDate', 'Round', 'ECO', 'Opening'
'Botvinnik  Mikhail M', 'Petrosian  Tigran V', '1963.05.20', '20', '10', 'Draw', '0', '0', '519', 'World Championship 25th', 'Moscow RUS', '1963.03.23', '22', 'D23', "Queen's Gambit Accepted"
'Spassky  Boris V', 'Petrosian  Tigran V', '1966.04.11', '73', '36', 'Draw', '0', '0', '520', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '1', 'B19', 'Caro-Kann, Classical'
'Petrosian  Tigran V', 'Spassky  Boris V', '1966.04.13', '100', '50', 'Draw', '0', '0', '521', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '2', 'D59', "Queen's Gambit Declined, Tartakower"
'Spassky  Boris V', 'Petrosian  Tigran V', '1966.04.15', '86', '43', 'Draw', '0', '0', '522', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '3', 'D26', "Queen's Gambit Accepted"
'Petrosian  Tigran V', 'Spassky  Boris V', '1966.04.18', '87', '43', 'Draw', '0', '0', '523', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '4', 'E08', 'Catalan, Closed'
'Spassky  Boris V', 'Petrosian  Tigran V', '1966.04.20', '158', '79', 'Draw', '0', '0', '524', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '5', 'B14', 'Caro-Kann, Panov-Botvinnik Attack'
'Petrosian  Tigran V', 'Spassky  Boris V', '1966.04.22', '30', '15', 'Draw', '0', '0', '525', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '6', 'D41', "Queen's Gambit Declined, Semi-Tarrasch"
'Spassky  Boris V', 'Petrosian  Tigran V', '1966.04.25', '86', '43', 'Black', '0', '0', '526', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '7', 'D03', 'Torre Attack (Tartakower Variation)'
'Petrosian  Tigran V', 'Spassky  Boris V', '1966.04.27', '46', '23', 'Draw', '0', '0', '527', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '8', 'A33', 'English, Symmetrical'
'Spassky  Boris V', 'Petrosian  Tigran V', '1966.04.29', '51', '25', 'Draw', '0', '0', '528', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '9', 'D42', "Queen's Gambit Declined, Semi-Tarrasch, 7.Bd3"
'Petrosian  Tigran V', 'Spassky  Boris V', '1966.05.02', '59', '29', 'White', '0', '0', '529', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '10', 'E66', "King's Indian, Fianchetto, Yugoslav Panno"
'Spassky  Boris V', 'Petrosian  Tigran V', '1966.05.04', '51', '25', 'Draw', '0', '0', '530', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '11', 'C10', 'French'
'Petrosian  Tigran V', 'Spassky  Boris V', '1966.05.06', '77', '38', 'Draw', '0', '0', '531', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '12', 'A42', 'Modern Defense, Averbakh System'
'Spassky  Boris V', 'Petrosian  Tigran V', '1966.05.11', '182', '91', 'White', '0', '0', '532', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '13', 'B19', 'Caro-Kann, Classical'
'Petrosian  Tigran V', 'Spassky  Boris V', '1966.05.13', '113', '56', 'Draw', '0', '0', '533', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '14', 'A05', 'Reti Opening'
'Spassky  Boris V', 'Petrosian  Tigran V', '1966.05.16', '110', '55', 'Draw', '0', '0', '534', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '15', 'B25', 'Sicilian, Closed'
'Petrosian  Tigran V', 'Spassky  Boris V', '1966.05.18', '97', '48', 'Draw', '0', '0', '535', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '16', 'B06', 'Robatsch'
'Spassky  Boris V', 'Petrosian  Tigran V', '1966.05.20', '58', '29', 'Draw', '0', '0', '536', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '17', 'B25', 'Sicilian, Closed'
'Petrosian  Tigran V', 'Spassky  Boris V', '1966.05.23', '65', '32', 'Draw', '0', '0', '537', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '18', 'E12', "Queen's Indian"
'Spassky  Boris V', 'Petrosian  Tigran V', '1966.05.27', '135', '67', 'White', '0', '0', '538', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '19', 'C11', 'French'
'Petrosian  Tigran V', 'Spassky  Boris V', '1966.05.30', '81', '40', 'White', '0', '0', '539', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '20', 'E59', 'Nimzo-Indian, 4.e3, Main line'
'Spassky  Boris V', 'Petrosian  Tigran V', '1966.06.01', '78', '39', 'Draw', '0', '0', '540', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '21', 'C11', 'French'
'Petrosian  Tigran V', 'Spassky  Boris V', '1966.06.03', '70', '35', 'White', '0', '0', '541', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '22', 'A40', "Queen's Pawn Game"
'Spassky  Boris V', 'Petrosian  Tigran V', '1966.06.06', '62', '31', 'White', '0', '0', '542', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '23', 'C11', 'French'
'Petrosian  Tigran V', 'Spassky  Boris V', '1966.06.08', '153', '76', 'Draw', '0', '0', '543', 'World Championship 26th', 'Moscow RUS', '1966.04.11', '24', 'E61', "King's Indian"
'Spassky  Boris V', 'Petrosian  Tigran V', '1969.04.14', '112', '56', 'Black', '0', '0', '544', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '1', 'B42', 'Sicilian, Kan'
'Petrosian  Tigran V', 'Spassky  Boris V', '1969.04.16', '121', '60', 'Draw', '0', '0', '545', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '2', 'D34', "Queen's Gambit Declined, Tarrasch"
'Spassky  Boris V', 'Petrosian  Tigran V', '1969.04.18', '86', '43', 'Draw', '0', '0', '546', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '3', 'B36', 'Sicilian, Accelerated Fianchetto'
'Petrosian  Tigran V', 'Spassky  Boris V', '1969.04.21', '82', '41', 'Black', '0', '0', '547', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '4', 'D34', "Queen's Gambit Declined, Tarrasch"
'Spassky  Boris V', 'Petrosian  Tigran V', '1969.04.23', '59', '29', 'White', '0', '0', '548', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '5', 'D41', "Queen's Gambit Declined, Semi-Tarrasch"
'Petrosian  Tigran V', 'Spassky  Boris V', '1969.04.25', '94', '47', 'Draw', '0', '0', '549', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '6', 'D56', "Queen's Gambit Declined"
'Spassky  Boris V', 'Petrosian  Tigran V', '1969.04.30', '53', '26', 'Draw', '0', '0', '550', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '7', 'D19', "Queen's Gambit Declined Slav, Dutch"
'Petrosian  Tigran V', 'Spassky  Boris V', '1969.05.02', '88', '44', 'Black', '0', '0', '551', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '8', 'D37', "Queen's Gambit Declined"
'Spassky  Boris V', 'Petrosian  Tigran V', '1969.05.05', '130', '65', 'Draw', '0', '0', '552', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '9', 'A56', 'Benoni Defense'
'Petrosian  Tigran V', 'Spassky  Boris V', '1969.05.09', '75', '37', 'White', '0', '0', '553', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '10', 'E48', 'Nimzo-Indian, 4.e3 O-O 5.Bd3 d5'
'Spassky  Boris V', 'Petrosian  Tigran V', '1969.05.12', '111', '55', 'Black', '0', '0', '554', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '11', 'E12', "Queen's Indian"
'Petrosian  Tigran V', 'Spassky  Boris V', '1969.05.14', '97', '48', 'Draw', '0', '0', '555', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '12', 'D34', "Queen's Gambit Declined, Tarrasch"
'Spassky  Boris V', 'Petrosian  Tigran V', '1969.05.16', '49', '24', 'Draw', '0', '0', '556', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '13', 'C42', 'Petrov Defense'
'Petrosian  Tigran V', 'Spassky  Boris V', '1969.05.19', '111', '55', 'Draw', '0', '0', '557', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '14', 'D55', "Queen's Gambit Declined"
'Spassky  Boris V', 'Petrosian  Tigran V', '1969.05.21', '38', '19', 'Draw', '0', '0', '558', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '15', 'C42', 'Petrov Defense'
'Petrosian  Tigran V', 'Spassky  Boris V', '1969.05.23', '62', '31', 'Draw', '0', '0', '559', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '16', 'D34', "Queen's Gambit Declined, Tarrasch"
'Spassky  Boris V', 'Petrosian  Tigran V', '1969.05.28', '115', '57', 'White', '0', '0', '560', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '17', 'B42', 'Sicilian, Kan'
'Petrosian  Tigran V', 'Spassky  Boris V', '1969.06.02', '117', '58', 'Draw', '0', '0', '561', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '18', 'D34', "Queen's Gambit Declined, Tarrasch"
'Spassky  Boris V', 'Petrosian  Tigran V', '1969.06.04', '47', '23', 'White', '0', '0', '562', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '19', 'B94', 'Sicilian, Najdorf'
'Petrosian  Tigran V', 'Spassky  Boris V', '1969.06.09', '99', '49', 'White', '0', '0', '563', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '20', 'D55', "Queen's Gambit Declined"
'Spassky  Boris V', 'Petrosian  Tigran V', '1969.06.11', '105', '52', 'White', '0', '0', '564', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '21', 'C92', 'Ruy Lopez, Closed'
'Petrosian  Tigran V', 'Spassky  Boris V', '1969.06.13', '62', '31', 'Draw', '0', '0', '565', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '22', 'D58', "Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) System"
'Spassky  Boris V', 'Petrosian  Tigran V', '1969.06.16', '81', '40', 'Draw', '0', '0', '566', 'World Championship 27th', 'Moscow RUS', '1969.04.14', '23', 'B48', 'Sicilian, Taimanov Variation'
'Spassky  Boris V', 'Fischer  Robert J', '1972.07.11', '111', '55', 'White', '2660', '2785', '567', 'World Championship 28th', 'Reykjavik ISL', '1972.07.11', '1', 'E56', 'Nimzo-Indian, 4.e3, Main line with 7...Nc6'
'Spassky  Boris V', 'Fischer  Robert J', '1972.07.16', '82', '41', 'Black', '2660', '2785', '568', 'World Championship 28th', 'Reykjavik ISL', '1972.07.11', '3', 'A77', 'Benoni, Classical, 9...Re8, 10.Nd2'
'Fischer  Robert J', 'Spassky  Boris V', '1972.07.18', '89', '44', 'Draw', '2785', '2660', '569', 'World Championship 28th', 'Reykjavik ISL', '1972.07.11', '4', 'B88', 'Sicilian, Fischer-Sozin Attack'
'Spassky  Boris V', 'Fischer  Robert J', '1972.07.20', '54', '27', 'Black', '2660', '2785', '570', 'World Championship 28th', 'Reykjavik ISL', '1972.07.11', '5', 'E41', 'Nimzo-Indian'
'Fischer  Robert J', 'Spassky  Boris V', '1972.07.23', '81', '40', 'White', '2785', '2660', '571', 'World Championship 28th', 'Reykjavik ISL', '1972.07.11', '6', 'D59', "Queen's Gambit Declined, Tartakower"
'Spassky  Boris V', 'Fischer  Robert J', '1972.07.25', '97', '48', 'Draw', '2660', '2785', '572', 'World Championship 28th', 'Reykjavik ISL', '1972.07.11', '7', 'B97', 'Sicilian, Najdorf'
'Fischer  Robert J', 'Spassky  Boris V', '1972.07.27', '73', '36', 'White', '2785', '2660', '573', 'World Championship 28th', 'Reykjavik ISL', '1972.07.11', '8', 'A39', 'English, Symmetrical, Main line with d4'
'Spassky  Boris V', 'Fischer  Robert J', '1972.08.01', '58', '29', 'Draw', '2660', '2785', '574', 'World Championship 28th', 'Reykjavik ISL', '1972.07.11', '9', 'D41', "Queen's Gambit Declined, Semi-Tarrasch"
'Fischer  Robert J', 'Spassky  Boris V', '1972.08.03', '111', '55', 'White', '2785', '2660', '575', 'World Championship 28th', 'Reykjavik ISL', '1972.07.11', '10', 'C95', 'Ruy Lopez, Closed, Breyer'
'Spassky  Boris V', 'Fischer  Robert J', '1972.08.06', '61', '30', 'White', '2660', '2785', '576', 'World Championship 28th', 'Reykjavik ISL', '1972.07.11', '11', 'B97', 'Sicilian, Najdorf'
'Fischer  Robert J', 'Spassky  Boris V', '1972.08.08', '110', '55', 'Draw', '2785', '2660', '577', 'World Championship 28th', 'Reykjavik ISL', '1972.07.11', '12', 'D66', "Queen's Gambit Declined, Orthodox Defense, Bd3 line"
'Spassky  Boris V', 'Fischer  Robert J', '1972.08.10', '148', '74', 'Black', '2660', '2785', '578', 'World Championship 28th', 'Reykjavik ISL', '1972.07.11', '13', 'B04', "Alekhine's Defense, Modern"
'Fischer  Robert J', 'Spassky  Boris V', '1972.08.15', '80', '40', 'Draw', '2785', '2660', '579', 'World Championship 28th', 'Reykjavik ISL', '1972.07.11', '14', 'D37', "Queen's Gambit Declined"
'Spassky  Boris V', 'Fischer  Robert J', '1972.08.17', '86', '43', 'Draw', '2660', '2785', '580', 'World Championship 28th', 'Reykjavik ISL', '1972.07.11', '15', 'B99', 'Sicilian, Najdorf, 7...Be7 Main line'
'Fischer  Robert J', 'Spassky  Boris V', '1972.08.20', '120', '60', 'Draw', '2785', '2660', '581', 'World Championship 28th', 'Reykjavik ISL', '1972.07.11', '16', 'C69', 'Ruy Lopez, Exchange, Gligoric Variation, 6.d4'
'Spassky  Boris V', 'Fischer  Robert J', '1972.08.22', '89', '44', 'Draw', '2660', '2785', '582', 'World Championship 28th', 'Reykjavik ISL', '1972.07.11', '17', 'B09', 'Pirc, Austrian Attack'
'Fischer  Robert J', 'Spassky  Boris V', '1972.08.24', '94', '47', 'Draw', '2785', '2660', '583', 'World Championship 28th', 'Reykjavik ISL', '1972.07.11', '18', 'B69', 'Sicilian, Richter-Rauzer Attack, 7...a6 Defense, 11.Bxf6'
'Spassky  Boris V', 'Fischer  Robert J', '1972.08.27', '80', '40', 'Draw', '2660', '2785', '584', 'World Championship 28th', 'Reykjavik ISL', '1972.07.11', '19', 'B05', "Alekhine's Defense, Modern"
'Fischer  Robert J', 'Spassky  Boris V', '1972.08.29', '108', '54', 'Draw', '2785', '2660', '585', 'World Championship 28th', 'Reykjavik ISL', '1972.07.11', '20', 'B68', 'Sicilian, Richter-Rauzer Attack, 7...a6 Defense, 9...Be7'
'Spassky  Boris V', 'Fischer  Robert J', '1972.08.31', '81', '40', 'Black', '2660', '2785', '586', 'World Championship 28th', 'Reykjavik ISL', '1972.07.11', '21', 'B46', 'Sicilian, Taimanov Variation'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1978.07.18', '36', '18', 'Draw', '2665', '2725', '587', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '1', 'D58', "Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) System"
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1978.07.20', '57', '28', 'Draw', '2725', '2665', '588', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '2', 'C82', 'Ruy Lopez, Open'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1978.07.22', '60', '30', 'Draw', '2665', '2725', '589', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '3', 'E42', 'Nimzo-Indian, 4.e3 c5, 5.Ne2 (Rubinstein)'
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1978.07.25', '37', '18', 'Draw', '2725', '2665', '590', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '4', 'C82', 'Ruy Lopez, Open'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1978.07.27', '247', '123', 'Draw', '2665', '2725', '591', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '5', 'E42', 'Nimzo-Indian, 4.e3 c5, 5.Ne2 (Rubinstein)'
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1978.07.29', '45', '22', 'Draw', '2725', '2665', '592', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '6', 'A29', 'English, Four Knights, Kingside Fianchetto'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1978.08.01', '83', '41', 'Draw', '2665', '2725', '593', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '7', 'E47', 'Nimzo-Indian, 4.e3 O-O 5.Bd3'
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1978.08.03', '55', '27', 'White', '2725', '2665', '594', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '8', 'C80', 'Ruy Lopez, Open'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1978.08.05', '82', '41', 'Draw', '2665', '2725', '595', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '9', 'D37', "Queen's Gambit Declined"
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1978.08.08', '87', '43', 'Draw', '2725', '2665', '596', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '10', 'C80', 'Ruy Lopez, Open'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1978.08.10', '100', '50', 'White', '2665', '2725', '597', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '11', 'B20', 'Sicilian'
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1978.08.15', '88', '44', 'Draw', '2725', '2665', '598', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '12', 'C81', 'Ruy Lopez, Open, Howell Attack'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1978.08.17', '122', '61', 'Black', '2665', '2725', '599', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '13', 'D53', "Queen's Gambit Declined"
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1978.08.19', '99', '49', 'White', '2725', '2665', '600', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '14', 'C82', 'Ruy Lopez, Open'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1978.08.22', '49', '24', 'Draw', '2665', '2725', '601', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '15', 'E05', 'Catalan, Open, Classical line'
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1978.08.24', '84', '42', 'Draw', '2725', '2665', '602', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '16', 'C08', 'French, Tarrasch, Open, 4.ed ed'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1978.08.26', '78', '39', 'Black', '2665', '2725', '603', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '17', 'E47', 'Nimzo-Indian, 4.e3 O-O 5.Bd3'
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1978.09.02', '128', '64', 'Draw', '2725', '2665', '604', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '18', 'B08', 'Pirc, Classical'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1978.09.07', '77', '38', 'Draw', '2665', '2725', '605', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '19', 'E06', 'Catalan, Closed, 5.Nf3'
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1978.09.09', '126', '63', 'Draw', '2725', '2665', '606', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '20', 'B15', 'Caro-Kann'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1978.09.12', '119', '59', 'White', '2665', '2725', '607', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '21', 'D37', "Queen's Gambit Declined"
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1978.09.14', '128', '64', 'Draw', '2725', '2665', '608', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '22', 'C08', 'French, Tarrasch, Open, 4.ed ed'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1978.09.16', '83', '41', 'Draw', '2665', '2725', '609', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '23', 'D37', "Queen's Gambit Declined"
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1978.09.19', '90', '45', 'Draw', '2725', '2665', '610', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '24', 'C83', 'Ruy Lopez, Open'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1978.09.23', '160', '80', 'Draw', '2665', '2725', '611', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '25', 'A22', 'English'
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1978.09.26', '54', '27', 'Draw', '2725', '2665', '612', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '26', 'A21', 'English'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1978.09.28', '81', '40', 'Black', '2665', '2725', '613', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '27', 'A29', 'English, Four Knights, Kingside Fianchetto'
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1978.09.30', '122', '61', 'Black', '2725', '2665', '614', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '28', 'C82', 'Ruy Lopez, Open'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1978.10.07', '157', '78', 'White', '2665', '2725', '615', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '29', 'A19', 'English, Mikenas-Carls, Sicilian Variation'
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1978.10.10', '82', '41', 'Draw', '2725', '2665', '616', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '30', 'A34', 'English, Symmetrical'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1978.10.12', '141', '70', 'White', '2665', '2725', '617', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '31', 'D36', "Queen's Gambit Declined, Exchange, Positional line, 6.Qc2"
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1978.10.17', '82', '41', 'White', '2725', '2665', '618', 'World Championship 29th', 'Baguio City PHI', '1978.07.??', '32', 'A43', 'Old Benoni'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1981.10.01', '86', '43', 'Black', '2695', '2700', '619', 'World Championship 30th', 'Meran ITA', '1981.10.??', '1', 'D58', "Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) System"
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1981.10.03', '113', '56', 'White', '2700', '2695', '620', 'World Championship 30th', 'Meran ITA', '1981.10.??', '2', 'C67', 'Ruy Lopez'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1981.10.05', '81', '40', 'Draw', '2695', '2700', '621', 'World Championship 30th', 'Meran ITA', '1981.10.??', '3', 'D58', "Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) System"
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1981.10.08', '105', '52', 'White', '2700', '2695', '622', 'World Championship 30th', 'Meran ITA', '1981.10.??', '4', 'C42', 'Petrov Defense'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1981.10.12', '89', '44', 'Draw', '2695', '2700', '623', 'World Championship 30th', 'Meran ITA', '1981.10.??', '5', 'D53', "Queen's Gambit Declined"
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1981.10.15', '82', '41', 'Black', '2700', '2695', '624', 'World Championship 30th', 'Meran ITA', '1981.10.??', '6', 'C82', 'Ruy Lopez, Open'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1981.10.17', '61', '30', 'White', '2695', '2700', '625', 'World Championship 30th', 'Meran ITA', '1981.10.??', '7', 'D53', "Queen's Gambit Declined"
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1981.10.22', '167', '83', 'Draw', '2700', '2695', '626', 'World Championship 30th', 'Meran ITA', '1981.10.??', '8', 'C54', 'Giuoco Piano'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1981.10.24', '86', '43', 'Black', '2695', '2700', '627', 'World Championship 30th', 'Meran ITA', '1981.10.??', '9', 'D53', "Queen's Gambit Declined"
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1981.10.29', '63', '31', 'Draw', '2700', '2695', '628', 'World Championship 30th', 'Meran ITA', '1981.10.??', '10', 'C54', 'Giuoco Piano'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1981.10.31', '70', '35', 'Draw', '2695', '2700', '629', 'World Championship 30th', 'Meran ITA', '1981.10.??', '11', 'D37', "Queen's Gambit Declined"
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1981.11.02', '93', '46', 'Draw', '2700', '2695', '630', 'World Championship 30th', 'Meran ITA', '1981.10.??', '12', 'A16', 'English'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1981.11.05', '82', '41', 'White', '2695', '2700', '631', 'World Championship 30th', 'Meran ITA', '1981.10.??', '13', 'D31', "Queen's Gambit Declined"
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1981.11.09', '91', '45', 'White', '2700', '2695', '632', 'World Championship 30th', 'Meran ITA', '1981.10.??', '14', 'C80', 'Ruy Lopez, Open'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1981.11.12', '80', '40', 'Draw', '2695', '2700', '633', 'World Championship 30th', 'Meran ITA', '1981.10.??', '15', 'A29', 'English, Four Knights, Kingside Fianchetto'
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1981.11.14', '84', '42', 'Draw', '2700', '2695', '634', 'World Championship 30th', 'Meran ITA', '1981.10.??', '16', 'C80', 'Ruy Lopez, Open'
'Korchnoi  Viktor L', 'Karpov  Anatoly', '1981.11.16', '46', '23', 'Draw', '2695', '2700', '635', 'World Championship 30th', 'Meran ITA', '1981.10.??', '17', 'D53', "Queen's Gambit Declined"
'Karpov  Anatoly', 'Korchnoi  Viktor L', '1981.11.18', '81', '40', 'White', '2700', '2695', '636', 'World Championship 30th', 'Meran ITA', '1981.10.??', '18', 'C80', 'Ruy Lopez, Open'
'Karpov  Anatoly', 'Kasparov  Gary', '1984.09.10', '72', '36', 'Draw', '2705', '2715', '637', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '1', 'B81', 'Sicilian, Scheveningen, Keres Attack'
'Kasparov  Gary', 'Karpov  Anatoly', '1984.09.12', '93', '46', 'Draw', '2715', '2705', '638', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '2', 'E17', "Queen's Indian"
'Karpov  Anatoly', 'Kasparov  Gary', '1984.09.17', '61', '30', 'White', '2705', '2715', '639', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '3', 'B44', 'Sicilian'
'Kasparov  Gary', 'Karpov  Anatoly', '1984.09.21', '88', '44', 'Draw', '2715', '2705', '640', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '4', 'E15', "Queen's Indian"
'Karpov  Anatoly', 'Kasparov  Gary', '1984.09.24', '42', '21', 'Draw', '2705', '2715', '641', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '5', 'B85', 'Sicilian, Scheveningen, Classical'
'Kasparov  Gary', 'Karpov  Anatoly', '1984.09.26', '140', '70', 'Black', '2715', '2705', '642', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '6', 'E15', "Queen's Indian"
'Karpov  Anatoly', 'Kasparov  Gary', '1984.09.28', '83', '41', 'White', '2705', '2715', '643', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '7', 'D34', "Queen's Gambit Declined, Tarrasch"
'Kasparov  Gary', 'Karpov  Anatoly', '1984.10.03', '39', '19', 'Draw', '2715', '2705', '644', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '8', 'E05', 'Catalan, Open, Classical line'
'Karpov  Anatoly', 'Kasparov  Gary', '1984.10.05', '139', '69', 'White', '2705', '2715', '645', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '9', 'D34', "Queen's Gambit Declined, Tarrasch"
